county,areacode,village,number,name,address,administration,latitude,longitude,grade,type2,type,exec,diaper
10021,1002104,中樓里,D340000041,成大醫院新門診大樓1F泌尿科旁女廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,女廁所,成大醫院,0
10021,1002102,南都里,D330000205,南區區公所2F男廁,臺南市南　區南都里明興路２號,南區區公所,22.96112200,120.18851900,特優級,民眾洽公場所,男廁所,南區區公所,0
10021,1002107,平通里,D360000140,安平區公所4F女廁,臺南市安平區平通里育平路３１６號,安平區公所,22.99453000,120.16884600,特優級,民眾洽公場所,女廁所,安平區公所,0
10021,1002106,城西里,D350000130,臺南市政府環境保護局城西焚化廠1F男廁,臺南市安南區城西里城西街三段1105巷121弄150號,信鼎技術服務股份有限公司,23.04586700,120.07498400,特優級,民眾洽公場所,男廁所,臺南市政府環境保護局,0
10021,1002106,城西里,D350000129,臺南市政府環境保護局城西焚化廠1F女廁,臺南市安南區城西里城西街三段1105巷121弄150號,信鼎技術服務股份有限公司,23.04586700,120.07498400,特優級,民眾洽公場所,女廁所,臺南市政府環境保護局,0
10021,1002107,建平里,D360000096,臺南市政府永華市政中心西側9F女廁,臺南市安平區建平里永華路二段６號,臺南市政府秘書處,22.99145900,120.18497000,特優級,民眾洽公場所,女廁所,臺南市政府秘書處,0
10021,1002107,建平里,D360000086,臺南市政府永華市政中心西側4F女廁,臺南市安平區建平里永華路二段６號,臺南市政府秘書處,22.99145900,120.18497000,特優級,民眾洽公場所,女廁所,臺南市政府秘書處,0
10021,1002107,建平里,D360000084,臺南市政府永華市政中心西側3F女廁,臺南市安平區建平里永華路二段６號,臺南市政府秘書處,22.99145900,120.18497000,特優級,民眾洽公場所,女廁所,臺南市政府秘書處,0
10021,1002107,建平里,D360000075,臺南市政府永華市政中心東側11F男廁,臺南市安平區建平里永華路二段６號,臺南市政府秘書處,22.99145900,120.18497000,特優級,民眾洽公場所,男廁所,臺南市政府秘書處,0
10021,1002102,南都里,D330000204,南區區公所2F女廁,臺南市南　區南都里明興路２號,南區區公所,22.96112200,120.18851900,特優級,民眾洽公場所,女廁所,南區區公所,0
10021,1002106,溪心里,D350000065,安南區公所2F東側女廁,臺南市安南區溪心里安中路二段３０８號,安南區公所,23.04720500,120.18478800,特優級,民眾洽公場所,女廁所,安南區公所,0
10021,1002107,平通里,D360000143,安平戶政事務所安平辦公處1F男廁,臺南市安平區平通里育平路３１８號,安平戶政事務所安平辦公處,22.99477800,120.16875000,特優級,民眾洽公場所,男廁所,安平戶政事務所安平辦公處,0
10021,1002101,自強里,D320000208,臺南市政府環境保護局3F性別友善廁,臺南市東　區自強里中華東路二段１３３巷７２號,臺南市政府環境保護局,22.98468700,120.23525100,特優級,民眾洽公場所,性別友善廁所,臺南市政府環境保護局,0
10021,1002101,自強里,D320000207,臺南市政府環境保護局2F男廁,臺南市東　區自強里中華東路二段１３３巷７２號,臺南市政府環境保護局,22.98468700,120.23525100,特優級,民眾洽公場所,男廁所,臺南市政府環境保護局,0
10021,1002107,建平里,D360000097,臺南市政府永華市政中心西側9F男廁,臺南市安平區建平里永華路二段６號,臺南市政府秘書處,22.99145900,120.18497000,特優級,民眾洽公場所,男廁所,臺南市政府秘書處,0
10021,1002107,建平里,D360000095,臺南市政府永華市政中心西側8F男廁,臺南市安平區建平里永華路二段６號,臺南市政府秘書處,22.99145900,120.18497000,特優級,民眾洽公場所,男廁所,臺南市政府秘書處,0
10021,1002107,建平里,D360000085,臺南市政府永華市政中心西側3F男廁,臺南市安平區建平里永華路二段６號,臺南市政府秘書處,22.99145900,120.18497000,特優級,民眾洽公場所,男廁所,臺南市政府秘書處,0
10021,1002107,建平里,D360000101,臺南市政府永華市政中心西側11F男廁,臺南市安平區建平里永華路二段６號,臺南市政府秘書處,22.99145900,120.18497000,特優級,民眾洽公場所,男廁所,臺南市政府秘書處,0
10021,1002107,建平里,D360000091,臺南市政府永華市政中心西側6F男廁,臺南市安平區建平里永華路二段６號,臺南市政府秘書處,22.99145900,120.18497000,特優級,民眾洽公場所,男廁所,臺南市政府秘書處,0
10021,1002107,建平里,D360000078,臺南市政府永華市政中心西側B1F女廁,臺南市安平區建平里永華路二段６號,臺南市政府秘書處,22.99145900,120.18497000,特優級,民眾洽公場所,女廁所,臺南市政府秘書處,0
10021,1001123,玉井里,D230000003,興南客運玉井站女廁,臺南市玉井區玉井里中正路５４號,興南汽車客運股份有限公司玉井站,23.12391800,120.46062700,特優級,交通,女廁所,興南汽車客運股份有限公司,0
10021,1002107,建平里,D360000068,臺南市政府永華市政中心東側8F女廁,臺南市安平區建平里永華路二段６號,臺南市政府秘書處,22.99145900,120.18497000,特優級,民眾洽公場所,女廁所,臺南市政府秘書處,0
10021,1002107,建平里,D360000058,臺南市政府永華市政中心東側3F女廁,臺南市安平區建平里永華路二段６號,臺南市政府秘書處,22.99145900,120.18497000,特優級,民眾洽公場所,女廁所,臺南市政府秘書處,0
10021,1002107,建平里,D360000057,臺南市政府永華市政中心東側2F男廁,臺南市安平區建平里永華路二段６號,臺南市政府秘書處,22.99145900,120.18497000,特優級,民眾洽公場所,男廁所,臺南市政府秘書處,0
10021,1002101,東門里,D320000508,新樓醫院西棟2F皮膚科旁男廁,臺南市東　區東門里東門路一段５７號,新樓醫院環衛室,22.98911800,120.21290300,特優級,社福機構、集會場所,男廁所,新樓醫院環衛室,0
10021,1002107,建平里,D360000074,臺南市政府永華市政中心東側11F女廁,臺南市安平區建平里永華路二段６號,臺南市政府秘書處,22.99145900,120.18497000,特優級,民眾洽公場所,女廁所,臺南市政府秘書處,0
10021,1002107,建平里,D360000063,臺南市政府永華市政中心東側5F男廁,臺南市安平區建平里永華路二段６號,臺南市政府秘書處,22.99145900,120.18497000,特優級,民眾洽公場所,男廁所,臺南市政府秘書處,0
10021,1002107,建平里,D360000062,臺南市政府永華市政中心東側5F女廁,臺南市安平區建平里永華路二段６號,臺南市政府秘書處,22.99145900,120.18497000,特優級,民眾洽公場所,女廁所,臺南市政府秘書處,0
10021,1002107,建平里,D360000053,臺南市政府永華市政中心東側B1男廁,臺南市安平區建平里永華路二段６號,臺南市政府秘書處,22.99145900,120.18497000,特優級,民眾洽公場所,男廁所,臺南市政府秘書處,0
10021,1002101,東門里,D320000499,新樓醫院南棟2F心導管對面男廁,臺南市東　區東門里東門路一段５７號,新樓醫院環衛室,22.98911800,120.21290300,特優級,社福機構、集會場所,男廁所,新樓醫院環衛室,0
10021,1002101,東門里,D320000498,新樓醫院南棟2F心導管對面女廁,臺南市東　區東門里東門路一段５７號,新樓醫院環衛室,22.98911800,120.21290300,特優級,社福機構、集會場所,女廁所,新樓醫院環衛室,0
10021,1002104,中樓里,D340000064,成大醫院新門診大樓B3F電梯旁女廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,女廁所,成大醫院,0
10021,1002104,中樓里,D340000061,成大醫院新門診大樓B1F電梯旁男廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,男廁所,成大醫院,0
10021,1002104,中樓里,D340000060,成大醫院新門診大樓B1F電梯旁女廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,女廁所,成大醫院,0
10021,1001127,中洲里,D270000209,仁德服務區北上親子廁,臺南市仁德區中洲里中洲路1巷200號,交通部高速公路局南區養護工程分局,22.90631300,120.26635600,特優級,交通,親子廁所,交通部高速公路局南區養護工程分局,0
10021,1002107,建平里,D360000073,臺南市政府永華市政中心東側10F男廁,臺南市安平區建平里永華路二段６號,臺南市政府秘書處,22.99145900,120.18497000,特優級,民眾洽公場所,男廁所,臺南市政府秘書處,0
10021,1002107,建平里,D360000052,臺南市政府永華市政中心東側B1女廁,臺南市安平區建平里永華路二段６號,臺南市政府秘書處,22.99145900,120.18497000,特優級,民眾洽公場所,女廁所,臺南市政府秘書處,0
10021,1002101,東門里,D320000500,新樓醫院南棟6F簡報室旁女廁,臺南市東　區東門里東門路一段５７號,新樓醫院環衛室,22.98911800,120.21290300,特優級,社福機構、集會場所,女廁所,新樓醫院環衛室,0
10021,1002101,東門里,D320000497,新樓醫院南棟1F門診區男廁,臺南市東　區東門里東門路一段５７號,新樓醫院環衛室,22.98911800,120.21290300,特優級,社福機構、集會場所,男廁所,新樓醫院環衛室,0
10021,1002104,中樓里,D340000063,成大醫院新門診大樓B2F電梯旁男廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,男廁所,成大醫院,0
10021,1002104,中樓里,D340000062,成大醫院新門診大樓B2F電梯旁女廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,女廁所,成大醫院,0
10021,1002104,中樓里,D340000045,成大醫院新門診大樓3F牙科旁男廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,男廁所,成大醫院,0
10021,1002104,中樓里,D340000044,成大醫院新門診大樓3F牙科旁女廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,女廁所,成大醫院,1
10021,1002101,自強里,D320000206,臺南市政府環境保護局2F女廁,臺南市東　區自強里中華東路二段１３３巷７２號,臺南市政府環境保護局,22.98468700,120.23525100,特優級,民眾洽公場所,女廁所,臺南市政府環境保護局,0
10021,1002107,建平里,D360000098,臺南市政府永華市政中心西側10F女廁,臺南市安平區建平里永華路二段６號,臺南市政府秘書處,22.99145900,120.18497000,特優級,民眾洽公場所,女廁所,臺南市政府秘書處,0
10021,1002107,建平里,D360000089,臺南市政府永華市政中心西側5F男廁,臺南市安平區建平里永華路二段６號,臺南市政府秘書處,22.99145900,120.18497000,特優級,民眾洽公場所,男廁所,臺南市政府秘書處,0
10021,1002107,建平里,D360000077,臺南市政府永華市政中心東側12F男廁,臺南市安平區建平里永華路二段６號,臺南市政府秘書處,22.99145900,120.18497000,特優級,民眾洽公場所,男廁所,臺南市政府秘書處,0
10021,1002107,建平里,D360000072,臺南市政府永華市政中心東側10F女廁,臺南市安平區建平里永華路二段６號,臺南市政府秘書處,22.99145900,120.18497000,特優級,民眾洽公場所,女廁所,臺南市政府秘書處,0
10021,1002107,建平里,D360000065,臺南市政府永華市政中心東側6F男廁,臺南市安平區建平里永華路二段６號,臺南市政府秘書處,22.99145900,120.18497000,特優級,民眾洽公場所,男廁所,臺南市政府秘書處,0
10021,1002107,建平里,D360000060,臺南市政府永華市政中心東側4F女廁,臺南市安平區建平里永華路二段６號,臺南市政府秘書處,22.99145900,120.18497000,特優級,民眾洽公場所,女廁所,臺南市政府秘書處,0
10021,1001127,中洲里,D270000216,中油仁德服務區北上加油站無障礙廁,臺南市仁德區中洲村中洲路1巷210號,中油台南營業處,22.90599100,120.26684100,特優級,商業營業場所,無障礙廁所,中油台南營業處,0
10021,1002101,東門里,D320000502,新樓醫院東棟1F小兒科旁男廁,臺南市東　區東門里東門路一段５７號,新樓醫院環衛室,22.98911800,120.21290300,特優級,社福機構、集會場所,男廁所,新樓醫院環衛室,1
10021,1002101,東門里,D320000496,新樓醫院南棟1F門診區女廁,臺南市東　區東門里東門路一段５７號,新樓醫院環衛室,22.98911800,120.21290300,特優級,社福機構、集會場所,女廁所,新樓醫院環衛室,0
10021,1002101,東門里,D320000494,新樓醫院南棟B1餐廳對面女廁,臺南市東　區東門里東門路一段５７號,新樓醫院環衛室,22.98911800,120.21290300,特優級,社福機構、集會場所,女廁所,新樓醫院環衛室,0
10021,1002104,中樓里,D340000051,成大醫院新門診大樓4F總務室旁男廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,男廁所,成大醫院,0
10021,1002104,中樓里,D340000049,成大醫院新門診大樓4F電腦中心旁男廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,男廁所,成大醫院,0
10021,1002104,中樓里,D340000042,成大醫院新門診大樓3F精神科旁女廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,女廁所,成大醫院,0
10021,1002104,中樓里,D340000040,成大醫院新門診大樓1F泌尿科旁男廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,男廁所,成大醫院,0
10021,1002101,崇成里,D320000489,臺南市立醫院1F放射科混合廁,臺南市東　區崇成里崇德路６７０號,臺南市立醫院,22.96840400,120.22653000,特優級,社福機構、集會場所,混合廁所,臺南市立醫院,0
10021,1002101,崇成里,D320000482,臺南市立醫院1F門診男廁,臺南市東　區崇成里崇德路６７０號,臺南市立醫院,22.96840400,120.22653000,特優級,社福機構、集會場所,男廁所,臺南市立醫院,0
10021,1002101,東光里,D320000030,黃金保齡球館男廁,臺南市東　區東光里莊敬路12號,黃金保齡球館,22.99297200,120.23309100,特優級,其他,男廁所,黃金保齡球館,0
10021,1002101,東門里,D320000507,新樓醫院西棟2F皮膚科旁女廁,臺南市東　區東門里東門路一段５７號,新樓醫院環衛室,22.98911800,120.21290300,特優級,社福機構、集會場所,女廁所,新樓醫院環衛室,0
10021,1002101,東門里,D320000505,新樓醫院西棟1F急診後面女廁,臺南市東　區東門里東門路一段５７號,新樓醫院環衛室,22.98911800,120.21290300,特優級,社福機構、集會場所,女廁所,新樓醫院環衛室,0
10021,1002101,東門里,D320000492,新樓醫院南棟B2放腫科女廁,臺南市東　區東門里東門路一段５７號,新樓醫院環衛室,22.98911800,120.21290300,特優級,社福機構、集會場所,女廁所,新樓醫院環衛室,0
10021,1002104,中樓里,D340000070,成大醫院新門診大樓2F外科旁女廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,女廁所,成大醫院,1
10021,1002104,中樓里,D340000055,成大醫院新門診大樓5F兒童化療室旁男廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,男廁所,成大醫院,0
10021,1002104,中樓里,D340000053,成大醫院新門診大樓4F大會議室旁女廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,女廁所,成大醫院,0
10021,1002104,中樓里,D340000038,成大醫院新門診大樓1F抽血室旁女廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,女廁所,成大醫院,0
10021,1002104,中樓里,D340000036,成大醫院新門診大樓1F批價掛號旁女廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,女廁所,成大醫院,0
10021,1002101,崇成里,D320000483,臺南市立醫院3F第二加護病房女廁,臺南市東　區崇成里崇德路６７０號,臺南市立醫院,22.96840400,120.22653000,特優級,社福機構、集會場所,女廁所,臺南市立醫院,0
10021,1002104,仁愛里,D340000030,成大醫院住院大樓1F復健部無障礙廁,臺南市北　區仁愛里勝利路１３８號,成大醫院,23.00227000,120.21892700,特優級,社福機構、集會場所,無障礙廁所,成大醫院,0
10021,1002104,仁愛里,D340000027,成大醫院住院大樓1F放超旁男廁,臺南市北　區仁愛里勝利路１３８號,成大醫院,23.00227000,120.21892700,特優級,社福機構、集會場所,男廁所,成大醫院,0
10021,1002101,崇成里,D320000480,臺南市立醫院1F復健科男廁,臺南市東　區崇成里崇德路６７０號,臺南市立醫院,22.96840400,120.22653000,特優級,社福機構、集會場所,男廁所,臺南市立醫院,0
10021,1002101,崇成里,D320000479,臺南市立醫院1F復健科女廁,臺南市東　區崇成里崇德路６７０號,臺南市立醫院,22.96840400,120.22653000,特優級,社福機構、集會場所,女廁所,臺南市立醫院,0
10021,1002101,成大里,D320000547,遠東百貨成功店5F女廁,臺南市東　區成大里前鋒路２１０號,遠東百貨股份有限公司,22.99639500,120.21393200,特優級,商業營業場所,女廁所,遠東百貨股份有限公司,1
10021,1002101,成大里,D320000546,遠東百貨成功店4F男廁,臺南市東　區成大里前鋒路２１０號,遠東百貨股份有限公司,22.99639500,120.21393200,特優級,商業營業場所,男廁所,遠東百貨股份有限公司,0
10021,1002108,大涼里,D370000415,賓士KTV府前店女廁,臺南市中西區大涼里府前路二段２７６號,賓士企業,22.99219700,120.19019500,特優級,休閒娛樂場所,女廁所,賓士企業,0
10021,1002106,溪墘里,D350000157,麥當勞台南海佃店男廁,臺南市安南區溪墘里海佃路一段152號,和德昌股份有限公司台南海佃分公司,23.02400600,120.19186900,特優級,商業營業場所,男廁所,和德昌股份有限公司台南海佃分公司,0
10021,1002101,富強里,D320000225,麥當勞台南東門店女廁,臺南市東　區富強里東門路二段３５３號,和德昌股份有限公司台南東門分公司,22.98253800,120.22776100,特優級,商業營業場所,女廁所,和德昌股份有限公司台南東門分公司,0
10021,1002107,建平里,D360000061,臺南市政府永華市政中心東側4F男廁,臺南市安平區建平里永華路二段６號,臺南市政府秘書處,22.99145900,120.18497000,特優級,民眾洽公場所,男廁所,臺南市政府秘書處,0
10021,1002107,平通里,D360000305,安平區衛生所無障礙廁,臺南市安平區平通里育平路３１０號,安平區衛生所,22.99437900,120.16821700,特優級,民眾洽公場所,無障礙廁所,安平區衛生所,0
10021,1002106,淵東里,D350000092,安南區衛生所女廁,臺南市安南區淵東里仁安路７０號,安南區衛生所,23.05008900,120.17606400,特優級,民眾洽公場所,女廁所,安南區衛生所,0
10021,1002104,中樓里,D340000067,成大醫院新門診大樓2F家醫科旁男廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,男廁所,成大醫院,0
10021,1002104,中樓里,D340000065,成大醫院新門診大樓B3F電梯旁男廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,男廁所,成大醫院,0
10021,1002104,中樓里,D340000058,成大醫院新門診大樓5F癌症辦公室旁女廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,女廁所,成大醫院,0
10021,1002104,中樓里,D340000056,成大醫院新門診大樓5F癌症門診旁女廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,女廁所,成大醫院,0
10021,1002104,仁愛里,D340000031,成大醫院住院大樓B1F中央女廁,臺南市北　區仁愛里勝利路１３８號,成大醫院,23.00227000,120.21892700,特優級,社福機構、集會場所,女廁所,成大醫院,0
10021,1002104,仁愛里,D340000026,成大醫院住院大樓1F放超旁女廁,臺南市北　區仁愛里勝利路１３８號,成大醫院,23.00227000,120.21892700,特優級,社福機構、集會場所,女廁所,成大醫院,0
10021,1002104,中樓里,D340000047,成大醫院新門診大樓3F成杏門診男廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,男廁所,成大醫院,0
10021,1002104,中樓里,D340000046,成大醫院新門診大樓3F成杏門診女廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,女廁所,成大醫院,0
10021,1002104,仁愛里,D340000029,成大醫院住院大樓1F復健部男廁,臺南市北　區仁愛里勝利路１３８號,成大醫院,23.00227000,120.21892700,特優級,社福機構、集會場所,男廁所,成大醫院,0
10021,1002104,仁愛里,D340000028,成大醫院住院大樓1F復健部女廁,臺南市北　區仁愛里勝利路１３８號,成大醫院,23.00227000,120.21892700,特優級,社福機構、集會場所,女廁所,成大醫院,0
10021,1002101,成大里,D320000549,遠東百貨成功店6F女廁,臺南市東　區成大里前鋒路２１０號,遠東百貨股份有限公司,22.99639500,120.21393200,特優級,商業營業場所,女廁所,遠東百貨股份有限公司,0
10021,1002101,成大里,D320000548,遠東百貨成功店5F男廁,臺南市東　區成大里前鋒路２１０號,遠東百貨股份有限公司,22.99639500,120.21393200,特優級,商業營業場所,男廁所,遠東百貨股份有限公司,0
10021,1002108,大涼里,D370000416,賓士KTV府前店男廁,臺南市中西區大涼里府前路二段２７６號,賓士企業,22.99219700,120.19019500,特優級,休閒娛樂場所,男廁所,賓士企業,0
10021,1001101,中營里,D010000166,全國新營加油站無障礙廁,臺南市新營區中營里開元路２３１號,全國加油站股份有限公司,23.31806600,120.33278700,特優級,商業營業場所,無障礙廁所,全國加油站股份有限公司,0
10021,1002101,富強里,D320000226,麥當勞台南東門店男廁,臺南市東　區富強里東門路二段３５３號,和德昌股份有限公司台南東門分公司,22.98253800,120.22776100,特優級,商業營業場所,男廁所,和德昌股份有限公司台南東門分公司,0
10021,1002101,東門里,D320000506,新樓醫院西棟1F急診後面男廁,臺南市東　區東門里東門路一段５７號,新樓醫院環衛室,22.98911800,120.21290300,特優級,社福機構、集會場所,男廁所,新樓醫院環衛室,1
10021,1002104,中樓里,D340000071,成大醫院新門診大樓2F外科旁男廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,男廁所,成大醫院,0
10021,1002104,中樓里,D340000069,成大醫院新門診大樓2F婦產科旁男廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,男廁所,成大醫院,0
10021,1002104,中樓里,D340000054,成大醫院新門診大樓5F兒童化療室旁女廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,女廁所,成大醫院,0
10021,1002104,中樓里,D340000052,成大醫院新門診大樓4F大會議室旁男廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,男廁所,成大醫院,0
10021,1002104,中樓里,D340000037,成大醫院新門診大樓1F批價掛號旁男廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,男廁所,成大醫院,0
10021,1002104,仁愛里,D340000035,成大醫院住院大樓B2F中央男廁,臺南市北　區仁愛里勝利路１３８號,成大醫院,23.00227000,120.21892700,特優級,社福機構、集會場所,男廁所,成大醫院,0
10021,1002101,崇成里,D320000484,臺南市立醫院3F第二加護病房男廁,臺南市東　區崇成里崇德路６７０號,臺南市立醫院,22.96840400,120.22653000,特優級,社福機構、集會場所,男廁所,臺南市立醫院,0
10021,1002101,崇成里,D320000488,臺南市立醫院2F小兒科男廁,臺南市東　區崇成里崇德路６７０號,臺南市立醫院,22.96840400,120.22653000,特優級,社福機構、集會場所,男廁所,臺南市立醫院,0
10021,1002104,仁愛里,D340000034,成大醫院住院大樓B2F中央女廁,臺南市北　區仁愛里勝利路１３８號,成大醫院,23.00227000,120.21892700,特優級,社福機構、集會場所,女廁所,成大醫院,0
10021,1002104,仁愛里,D340000023,成大醫院住院大樓1F中央女廁,臺南市北　區仁愛里勝利路１３８號,成大醫院,23.00227000,120.21892700,特優級,社福機構、集會場所,女廁所,成大醫院,1
10021,1002101,崇成里,D320000487,臺南市立醫院1F門診無障礙廁,臺南市東　區崇成里崇德路６７０號,臺南市立醫院,22.96840400,120.22653000,特優級,社福機構、集會場所,無障礙廁所,臺南市立醫院,1
10021,1002101,成大里,D320000550,遠東百貨成功店6F男廁,臺南市東　區成大里前鋒路２１０號,遠東百貨股份有限公司,22.99639500,120.21393200,特優級,商業營業場所,男廁所,遠東百貨股份有限公司,0
10021,1002101,成大里,D320000543,遠東百貨成功店2F男廁,臺南市東　區成大里前鋒路２１０號,遠東百貨股份有限公司,22.99639500,120.21393200,特優級,商業營業場所,男廁所,遠東百貨股份有限公司,0
10021,1002107,建平里,D360000051,麥當勞台南中華二店男廁,臺南市安平區建平里中華西路二段４９１號,芊品食品有限公司,22.99572500,120.18620600,特優級,商業營業場所,男廁所,和德昌股份有限公司台南中華二分公司,0
10021,1002101,自強里,D320000202,肯德基台南東門店女廁,臺南市東　區自強里東門路二段３６９號,富利餐飲股份有限公司台南東門分公司,22.98240000,120.22801700,特優級,商業營業場所,女廁所,富利餐飲股份有限公司台南東門分公司,0
10021,1002108,赤嵌里,D370000166,台南大飯店男廁,臺南市中西區赤嵌里成功路１號,台南大飯店股份有限公司,22.99719300,120.21084900,特優級,其他,男廁所,台南大飯店股份有限公司,0
10021,1002101,成大里,D320000532,香格里拉大飯店9F女廁,臺南市東　區成大里大學路西段８９號,遠鼎股份有限公司台南分公司,22.99658600,120.21415500,特優級,其他,女廁所,遠鼎股份有限公司台南分公司,0
10021,1002101,崇成里,D320000486,臺南市立醫院2F小兒科女廁,臺南市東　區崇成里崇德路６７０號,臺南市立醫院,22.96840400,120.22653000,特優級,社福機構、集會場所,女廁所,臺南市立醫院,1
10021,1002101,成大里,D320000554,遠東百貨成功店B2男廁,臺南市東　區成大里前鋒路２１０號,遠東百貨股份有限公司,22.99639500,120.21393200,特優級,商業營業場所,男廁所,遠東百貨股份有限公司,0
10021,1002108,赤嵌里,D370000180,好樂迪KTV台南成功店混合廁,臺南市中西區赤嵌里成功路９９號,好樂迪股份有限公司,22.99776500,120.20789800,特優級,其他,混合廁所,好樂迪股份有限公司,0
10021,1002102,府南里,D330000231,麥當勞台南金華店女廁,臺南市南　區府南里金華路一段532號,和德昌股份有限公司台南金華分公司,22.97426200,120.19101900,特優級,商業營業場所,女廁所,和德昌股份有限公司台南金華分公司,0
10021,1002108,大涼里,D370000412,肯德基台南中華西店男廁,臺南市中西區大涼里中華西路二段３８號,富利餐飲股份有限公司台南中華西分店,22.99294500,120.18704500,特優級,商業營業場所,男廁所,富利餐飲股份有限公司台南中華西分店,0
10021,1002101,成大里,D320000519,香格里拉大飯店B2女廁,臺南市東　區成大里大學路西段８９號,遠鼎股份有限公司台南分公司,22.99658600,120.21415500,特優級,其他,女廁所,遠鼎股份有限公司台南分公司,0
10021,1002108,大涼里,D370000410,家樂福安平店B1男廁,臺南市中西區大涼里中華西路二段１６號,家福股份有限公司安平店,22.98789100,120.18718700,特優級,商業營業場所,男廁所,家福股份有限公司安平店,0
10021,1002102,大恩里,D330000179,臺南航空站候機室男廁,臺南市南　區大恩里機場路７７５號,交通部民用航空局臺南航空站,22.94806100,120.21625600,特優級,交通,男廁所,交通部民用航空局臺南航空站,0
10021,1002102,大恩里,D330000177,臺南航空站大廳男廁,臺南市南　區大恩里機場路７７５號,交通部民用航空局臺南航空站,22.94806100,120.21625600,特優級,交通,男廁所,交通部民用航空局臺南航空站,0
10021,1002101,東門里,D320000495,新樓醫院南棟B1餐廳對面男廁,臺南市東　區東門里東門路一段５７號,新樓醫院環衛室,22.98911800,120.21290300,特優級,社福機構、集會場所,男廁所,新樓醫院環衛室,0
10021,1002104,中樓里,D340000068,成大醫院新門診大樓2F婦產科旁女廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,女廁所,成大醫院,0
10021,1002104,中樓里,D340000057,成大醫院新門診大樓5F癌症門診旁男廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,男廁所,成大醫院,0
10021,1002104,中樓里,D340000050,成大醫院新門診大樓4F總務室旁女廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,女廁所,成大醫院,0
10021,1002104,中樓里,D340000043,成大醫院新門診大樓3F精神科旁男廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,男廁所,成大醫院,0
10021,1002104,中樓里,D340000039,成大醫院新門診大樓1F抽血室旁男廁,臺南市北　區中樓里小東路３５號,成大醫院,23.00172100,120.21781800,特優級,社福機構、集會場所,男廁所,成大醫院,0
10021,1002104,仁愛里,D340000032,成大醫院住院大樓B1F中央男廁,臺南市北　區仁愛里勝利路１３８號,成大醫院,23.00227000,120.21892700,特優級,社福機構、集會場所,男廁所,成大醫院,0
